Location,No. of Cases,Date
Aljunied Crescent (Blk 112),2,14/06/2019
Geylang East Avenue 1 (Blk 125),1,14/06/2019
Geylang East Avenue 1 (Blk 127),2,14/06/2019
Geylang East Central (Blk 120),1,14/06/2019
Geylang East Central (Blk 123),1,14/06/2019
Woodlands Drive 14 (Blk 501),3,14/06/2019
Woodlands Drive 14 (Blk 502),1,14/06/2019
Woodlands Drive 14 (Blk 502A),1,14/06/2019
Woodlands Drive 14 (Blk 503),6,14/06/2019
Woodlands Drive 14 (Blk 504),4,14/06/2019
Woodlands Drive 14 (Blk 505),1,14/06/2019
Woodlands Drive 14 (Blk 506),2,14/06/2019
Woodlands Drive 14 (Blk 512),1,14/06/2019
Woodlands Drive 14 (Blk 513),1,14/06/2019
Woodlands Drive 14 (Blk 514),1,14/06/2019
Woodlands Drive 14 (Blk 515),1,14/06/2019
Woodlands Drive 14 (Blk 516),1,14/06/2019
Woodlands Drive 14 (Blk 517),2,14/06/2019
Woodlands Drive 14 (Blk 518),2,14/06/2019
Woodlands Drive 14 (Blk 520),2,14/06/2019
Woodlands Drive 14 (Blk 522),1,14/06/2019
Woodlands Drive 14 (Blk 526),3,14/06/2019
Woodlands Drive 14 (Blk 527),1,14/06/2019
Woodlands Drive 14 (Blk 536),1,14/06/2019
Choa Chu ang Avenue 2 (Blk 295),3,14/06/2019
Choa Chu ang Avenue 3 (Blk 401),3,14/06/2019
Choa Chu ang Avenue 3 (Blk 406),2,14/06/2019
Choa Chu ang Avenue 3 (Blk 409),2,14/06/2019
Choa Chu ang Avenue 3 (Blk 411),2,14/06/2019
Choa Chu ang Avenue 3 (Blk 413),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 414),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 417),3,14/06/2019
Choa Chu ang Avenue 4 (Blk 418),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 420),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 422),1,14/06/2019
Choa Chu ang Avenue 4 (Blk 423),3,14/06/2019
Choa Chu ang Avenue 4 (Blk 424),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 425),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 428),1,14/06/2019
Choa Chu Kang Central (Blk 355),1,14/06/2019
Fidelio Street,10,14/06/2019
Jalan Khairuddin,1,14/06/2019
Siglap Bank,1,14/06/2019
Siglap Drive,1,14/06/2019
Siglap Hill,7,14/06/2019
Siglap Road,5,14/06/2019
Siglap Road (Flamingo Valley),1,14/06/2019
Taman Siglap,3,14/06/2019
Kurau Grove,1,14/06/2019
Kurau Terrace,3,14/06/2019
Lorong J Telok Kurau,2,14/06/2019
orong K Telok Kurau,8,14/06/2019
orong K Telok Kurau (La VIDA @ 130),2,14/06/2019
orong K Telok Kurau (Sunnyvale Residences),1,14/06/2019
orong L Telok Kurau,13,14/06/2019
orong L Telok Kurau (Blue Coral),1,14/06/2019
orong L Telok Kurau (Pinehurst Condominium),1,14/06/2019
Lorong M Telok Kurau,1,14/06/2019
Aroozoo Avenue,1,14/06/2019
ougang Street 11 (Blk 154),1,14/06/2019
ougang Street 11 (Blk 155),1,14/06/2019
ougang Street 11 (Blk 156),2,14/06/2019
ougang Street 11 (Blk 158),1,14/06/2019
ougang Street 11 (Blk 161),1,14/06/2019
ougang Street 11 (The Minton),9,14/06/2019
ampong Sireh,3,14/06/2019
Lor Ah Soo (Blk 140),3,14/06/2019
Surin Avenue,5,14/06/2019
Surin Lane,1,14/06/2019
Bishan Street 22 (Blk 240),1,14/06/2019
Bishan Street 22 (Blk 246),1,14/06/2019
Bishan Street 22 (Blk 247),1,14/06/2019
Bishan Street 22 (Blk 248),1,14/06/2019
Bishan Street 22 (Blk 249),2,14/06/2019
Bishan Street 22 (Blk 250),4,14/06/2019
Bishan Street 22 (Blk 252),1,14/06/2019
Bishan Street 22 (Blk 253),1,14/06/2019
Bishan Street 22 (Blk 254),13,14/06/2019
Bishan Street 22 (Blk 255),4,14/06/2019
Jalan Baiduri,2,14/06/2019
oo Chiat Place,2,14/06/2019
Lorong Bandang,3,14/06/2019
Lorong J Telok Kurau,2,14/06/2019
orong K Telok Kurau,4,14/06/2019
orong L Telok Kurau,6,14/06/2019
Lorong M Telok Kurau,6,14/06/2019
orong N Telok Kurau,2,14/06/2019
Telok Kurau Road,1,14/06/2019
East Coast Road,1,14/06/2019
Tampines Street 41 (Blk 404),1,14/06/2019
Tampines Street 41 (Blk 405),5,14/06/2019
Tampines Street 41 (Blk 407),2,14/06/2019
Tampines Street 41 (Blk 408),4,14/06/2019
Tampines Street 41 (Blk 409),2,14/06/2019
Tampines Street 41 (Blk 410),1,14/06/2019
Tampines Street 41 (Blk 414),1,14/06/2019
Tampines Street 41 (Blk 416),1,14/06/2019
Tampines Street 41 (Blk 418),1,14/06/2019
Tampines Street 41 (Blk 419),2,14/06/2019
Tampines Street 41 (Blk 420),2,14/06/2019
Tampines Street 41 (Blk 423),2,14/06/2019
Tampines Street 41 (Blk 424),1,14/06/2019
Tampines Street 41 (Blk 426),1,14/06/2019
Chai Chee Road (Blk 1),2,14/06/2019
Chai Chee Street (Blk 50),2,14/06/2019
Chai Chee Street (Blk 51),2,14/06/2019
Chai Chee Street (Blk 52),5,14/06/2019
Chai Chee Street (Blk 53),3,14/06/2019
Chai Chee Street (Blk 54),10,14/06/2019
Choa Chu ang Avenue 4 (Blk 307),2,14/06/2019
Choa Chu ang Avenue 4 (Blk 432),1,14/06/2019
Choa Chu Kang Loop (Northvale),6,14/06/2019
Choa Chu Kang Loop (The Warren),10,14/06/2019
Bedok North Avenue 3 (Blk 505),1,14/06/2019
Bedok North Avenue 3 (Blk 506),1,14/06/2019
Bedok North Avenue 3 (Blk 507),1,14/06/2019
Bedok North Avenue 3 (Blk 508),4,14/06/2019
Bedok North Street 3 (Blk 503),5,14/06/2019
Bedok North Street 3 (Blk 504),7,14/06/2019
Bedok North Street 3 (Blk 509),1,14/06/2019
Bedok North Street 3 (Blk 524),1,14/06/2019
Boon Lay Avenue (Blk 216A),1,14/06/2019
Boon Lay Drive (Blk 196A),1,14/06/2019
Boon Lay Drive (Blk 198),2,14/06/2019
oon Lay Place (Blk 207),1,14/06/2019
oon Lay Place (Blk 209),1,14/06/2019
oon Lay Place (Blk 210),4,14/06/2019
oon Lay Place (Blk 211),2,14/06/2019
oon Lay Place (Blk 212),4,14/06/2019
oon Lay Place (Blk 214),1,14/06/2019
oon Lay Place (Blk 215),4,14/06/2019
Lorong 4 Toa Payoh (Blk 62),7,14/06/2019
Lorong 4 Toa Payoh (Blk 62B),1,14/06/2019
Lorong 4 Toa Payoh (Blk 80B),1,14/06/2019
Lorong 4 Toa Payoh (Blk 85),1,14/06/2019
Lorong 4 Toa Payoh (Blk 85A),1,14/06/2019
Lorong 5 Toa Payoh (Blk 48),1,14/06/2019
Lorong 5 Toa Payoh (Blk 50),2,14/06/2019
Lorong 5 Toa Payoh (Blk 59),1,14/06/2019
Lorong 5 Toa Payoh (Blk 61),2,14/06/2019
Lorong 5 Toa Payoh (Blk 63),2,14/06/2019
Lorong 5 Toa Payoh (Blk 68),1,14/06/2019
Desker Road,1,14/06/2019
Klang Lane (Blk 671B),1,14/06/2019
Klang Lane (Blk 672A),2,14/06/2019
Norris Road,1,14/06/2019
Rowell Road (Blk 639),1,14/06/2019
Rowell Road (Blk 640),2,14/06/2019
Rowell Road (Blk 641),4,14/06/2019
Syed Alwi Road,1,14/06/2019
Veerasamy Road (Blk 632),1,14/06/2019
Veerasamy Road (Blk 633),1,14/06/2019
Veerasamy Road (Blk 634),3,14/06/2019
Veerasamy Road (Blk 635),1,14/06/2019
Veerasamy Road (Blk 637),1,14/06/2019
Pasir Ris Street 13 (Blk 153),1,14/06/2019
Pasir Ris Street 21 (Blk 266),5,14/06/2019
Pasir Ris Street 21 (Blk 269),2,14/06/2019
Pasir Ris Street 21 (Blk 270),1,14/06/2019
Pasir Ris Street 21 (Blk 271),1,14/06/2019
Pasir Ris Street 21 (Blk 272),1,14/06/2019
Pasir Ris Street 21 (Blk 273),3,14/06/2019
Pasir Ris Street 21 (Blk 274),2,14/06/2019
Pasir Ris Street 21 (Blk 275),2,14/06/2019
Geylang Road,1,14/06/2019
Geylang East Avenue 2 (Simsville),6,14/06/2019
Lorong 37 Geylang,2,14/06/2019
Lorong 37 Geylang (Palm Lodge),3,14/06/2019
Lorong 39 Geylang,2,14/06/2019
Lorong 39 Geylang (Sims Residences),2,14/06/2019
Paya Lebar Road (Paya Lebar Residences),2,14/06/2019
Bedok eservoir Road (Blk 101),6,14/06/2019
Bedok eservoir Road (Blk 103),2,14/06/2019
Bedok eservoir Road (Blk 104),1,14/06/2019
Bedok eservoir Road (Blk 107),1,14/06/2019
Bedok eservoir Road (Blk 115),1,14/06/2019
Bedok eservoir Road (Blk 601),1,14/06/2019
Jalan Punai,1,14/06/2019
Teo Kim Eng Road,1,14/06/2019
Aida Street,1,14/06/2019
Carmen Street,2,14/06/2019
armen Terrace,2,14/06/2019
Lakme Street,4,14/06/2019
Lakme Terrace,1,14/06/2019
Tosca Street,5,14/06/2019
Woo Mon Chew Road,1,14/06/2019
Bedok eservoir Road (Blk 710),7,14/06/2019
Bedok eservoir Road (Blk 711),3,14/06/2019
Bedok eservoir Road (Blk 714),2,14/06/2019
Bedok eservoir Road (Blk 720),2,14/06/2019
Defu Lane 9,14,14/06/2019
Geylang East Avenue 1 (Blk 130),2,14/06/2019
Geylang East Avenue 1 (Blk 132),3,14/06/2019
Geylang East Avenue 1 (Blk 134),2,14/06/2019
Geylang East Avenue 1 Central Grove),3,14/06/2019
Lorong 25 Geylang,1,14/06/2019
Lorong 27 Geylang,3,14/06/2019
Kim Keat Avenue,1,14/06/2019
Kim Keat Avenue (Blk 194),1,14/06/2019
Kim Keat Avenue (Blk 195),1,14/06/2019
Kim Keat Avenue (Blk 196),1,14/06/2019
Kim Keat Avenue (Blk 257),1,14/06/2019
Kim Keat Avenue (Blk 258),2,14/06/2019
oa Payoh East (Blk 23),2,14/06/2019
oa Payoh East (Blk 25),1,14/06/2019
oa Payoh East (Blk 26),1,14/06/2019
oa Payoh East (Blk 27),1,14/06/2019
Sims Drive,1,14/06/2019
Sims Drive (Blk 40),3,14/06/2019
Sims Drive (Blk 41),1,14/06/2019
Sims Drive (Blk 44),3,14/06/2019
Sims Drive (Blk 45),2,14/06/2019
Sims Drive (Blk 51),1,14/06/2019
Sims Place (Blk 63),3,14/06/2019
Chempaka Kuning Link (The Springfield),3,14/06/2019
Upper Changi Road East (Summer Gardens),10,14/06/2019
Dunbar Walk,4,14/06/2019
rankel Avenue,1,14/06/2019
Frankel Street,3,14/06/2019
Hartley Grove,2,14/06/2019
Roseburn Avenue,2,14/06/2019
Siglap Avenue,1,14/06/2019
Bedok Lane,3,14/06/2019
Bedok Road,2,14/06/2019
Bedok Walk,1,14/06/2019
Jalan Chempaka Puteh,2,14/06/2019
Tanah Merah Kechil Avenue (Optima @ Tanah Merah),1,14/06/2019
Upper Bedok Road,3,14/06/2019
Geylang Bahru (Blk 55),1,14/06/2019
Geylang Bahru (Blk 57),4,14/06/2019
Geylang Bahru (Blk 59C),1,14/06/2019
Geylang Bahru (Blk 60),1,14/06/2019
Geylang Bahru (Blk 68),1,14/06/2019
Kallang Bahru (Blk 63),1,14/06/2019
Kallang Bahru (Blk 64),1,14/06/2019
Kallang Bahru (Blk 65),1,14/06/2019
Hougang Avenue 6 (Blk 520),1,14/06/2019
Hougang Avenue 6 (Blk 521),1,14/06/2019
Hougang Central (Blk 832),2,14/06/2019
Hougang Central (Blk 833),1,14/06/2019
Hougang Central (Blk 836),1,14/06/2019
Hougang Central (Blk 837),1,14/06/2019
Hougang Central (Blk 838),2,14/06/2019
ougang Street 10 (Blk 513),2,14/06/2019
Lorong 3 Geylang,2,14/06/2019
Lorong 3 Geylang (Blk 111),2,14/06/2019
Upper Boon Keng Road (Blk 2A),1,14/06/2019
Upper Boon Keng Road (Blk 3B),1,14/06/2019
Upper Boon Keng Road (Blk 5A),1,14/06/2019
Upper Boon Keng Road (Blk 11),1,14/06/2019
Upper Boon Keng Road (Blk 19),2,14/06/2019
Bedok eservoir Road (Blk 643),1,14/06/2019
Jalan Damai (Blk 669),1,14/06/2019
Jalan Tenaga (Blk 647),1,14/06/2019
Jalan Tenaga (Blk 649),1,14/06/2019
Jalan Tenaga (Blk 650),1,14/06/2019
Jalan Tenaga (Blk 654),1,14/06/2019
Jalan Tenaga (Blk 657),1,14/06/2019
Jalan Tenaga (Blk 660),1,14/06/2019
Kaki Bukit Crescent,1,14/06/2019
Bedok eservoir View (Aquarius by the Park),2,14/06/2019
Bedok eservoir View (The Clearwater),2,14/06/2019
Bedok eservoir View (Blk 761),1,14/06/2019
Bedok eservoir View (Blk 763),1,14/06/2019
Bedok eservoir View (Blk 764),2,14/06/2019
Bedok eservoir View (Blk 765),1,14/06/2019
Guan Soon Avenue,1,14/06/2019
Sea Breeze Avenue,2,14/06/2019
Simei Street 1 (Blk 101),1,14/06/2019
Simei Street 1 (Eastpoint Green),5,14/06/2019
Hougang Avenue 1 (Blk 115),3,14/06/2019
Hougang Avenue 1 (Blk 167),3,14/06/2019
orong Ah Soo (Blk 128),1,14/06/2019
orong Ah Soo (Blk 135),1,14/06/2019
Jalan Setia,4,14/06/2019
Joo Seng Road (Blk 9),1,14/06/2019
Joo Seng Road (Blk 10),1,14/06/2019
Joo Seng Road (Blk 11),1,14/06/2019
Joo Seng Road (Blk 21),1,14/06/2019
pper Aljunied Lane (Blk 5),1,14/06/2019
Lorong 6 Realty Park,5,14/06/2019
Lorong 7 Realty Park,4,14/06/2019
Tanah Merah Kechil Avenue (D'Manor),1,14/06/2019
Tanah Merah Kechil Link (Urban Vista),1,14/06/2019
Tanah Merah Kechil Road,2,14/06/2019
Tanah Merah Kechil Road (Casa Merah),1,14/06/2019
Tanah Merah Kechil Road (East Meadows),4,14/06/2019
Hougang Avenue 1 (Blk 108),3,14/06/2019
Hougang Avenue 1 (Blk 169),4,14/06/2019
Hougang Avenue 1 (Blk 172),1,14/06/2019
Ang Mo Kio Avenue 3 (Blk 311),2,14/06/2019
Ang Mo Kio Avenue 3 (Blk 319),1,14/06/2019
Ang Mo Kio Avenue 3 (Blk 327),2,14/06/2019
Ang Mo Kio Avenue 3 (Blk 328),2,14/06/2019
Bedok North Road (Blk 428),3,14/06/2019
Chai Chee Street (Blk 44),3,14/06/2019
Bukit Batok West Avenue 9,6,14/06/2019
Bukit Batok Street 41,1,14/06/2019
Compassvale Link (Blk 269B),1,14/06/2019
Compassvale Link (Blk 275B),1,14/06/2019
Compassvale Link (Blk 275C),1,14/06/2019
Compassvale Link (Blk 277A),1,14/06/2019
Sengkang Central (Blk 270A),1,14/06/2019
Sengkang Central (Blk 271C),1,14/06/2019
Sengkang Central (Blk 272B),1,14/06/2019
Hougang Avenue 1 (Blk 311),1,14/06/2019
Hougang Avenue 3 (Blk 1),1,14/06/2019
Hougang Avenue 5 (Blk 313),2,14/06/2019
Hougang Avenue 5 (Blk 314),1,14/06/2019
Hougang Avenue 7>br/> (Blk 316),1,14/06/2019
Hougang Avenue 7>br/> (Blk 317),1,14/06/2019
Pasir Ris Street 21 (Blk 204),2,14/06/2019
Pasir Ris Street 21 (Blk 210),1,14/06/2019
Pasir Ris Street 21 (Blk 213),1,14/06/2019
Pasir Ris Street 21 (Blk 215),3,14/06/2019
Bendemeer Road (Blk 38B),1,14/06/2019
Whampoa East (Eight Riversuites),4,14/06/2019
Braddell Rise,1,14/06/2019
Lorong 1 Toa Payoh (Blk 113),1,14/06/2019
Lorong 1 Toa Payoh (Blk 114),3,14/06/2019
Toa Payoh North (Blk 207),1,14/06/2019
Changi Road,1,14/06/2019
Jalan Eunos,2,14/06/2019
Kampong Eunos,2,14/06/2019
Kampong Eunos Deng Fu Ville),1,14/06/2019
ommonwealth Crescent (Blk 96),1,14/06/2019
ommonwealth Crescent (Blk 97),1,14/06/2019
ommonwealth Crescent (Blk 98),1,14/06/2019
ommonwealth Crescent (Blk 99),1,14/06/2019
ommonwealth Drive (Blk 92),1,14/06/2019
ommonwealth Drive (Blk 94),1,14/06/2019
Holland Avenue (Blk 9),1,14/06/2019
Holland Avenue (Blk 10),1,14/06/2019
Holland Close (Blk 4),2,14/06/2019
Holland Close (Blk 5),1,14/06/2019
Holland Drive (Blk 11),1,14/06/2019
Hougang Avenue 3 (Blk 16),4,14/06/2019
Hougang Avenue 3 (Blk 18),1,14/06/2019
Jurong West Avenue 1 (Blk 539),1,14/06/2019
Jurong West Street 52 (Blk 528),2,14/06/2019
Jurong West Street 52 (Blk 529),1,14/06/2019
Jurong West Street 52 (Blk 530),1,14/06/2019
Jurong West Street 52 (Blk 532),1,14/06/2019
Lorong 7 Toa Payoh (Blk 7),1,14/06/2019
Lorong 7 Toa Payoh (Blk 15),1,14/06/2019
Lorong 8 Toa Payoh (Blk 11),1,14/06/2019
Lorong 8 Toa Payoh (Blk 232),1,14/06/2019
Lorong 8 Toa Payoh (Blk 233),2,14/06/2019
Lorong Lew Lian (Blk 7),1,14/06/2019
Serangoon Central (Blk 418),1,14/06/2019
Serangoon Central (Blk 423),1,14/06/2019
Serangoon Central (Blk 424),2,14/06/2019
Serangoon Central (Blk 427),1,14/06/2019
Tampines Street 21 (Blk 248),1,14/06/2019
Tampines Street 21 (Blk 267),2,14/06/2019
Tampines Street 21 (Blk 268),1,14/06/2019
Tampines Street 21 (Blk 271),2,14/06/2019
Ubi Avenue 1 (Blk 324),1,14/06/2019
Ubi Avenue 1 (Blk 325),1,14/06/2019
Ubi Avenue 1 (Blk 334),1,14/06/2019
Ubi Avenue 1 (Blk 338),1,14/06/2019
lkaff Crescent,1,14/06/2019
Pang Seng Road,1,14/06/2019
Pheng Geck Avenue (Nin Residence),1,14/06/2019
Wan Tho Avenue,2,14/06/2019
Balam Road (Blk 20),2,14/06/2019
Balam Road (Blk 22),1,14/06/2019
Balam Road (Blk 28),1,14/06/2019
Circuit Road (Blk 18C),1,14/06/2019
Choa Chu ang Avenue 1 (Blk 809A),1,14/06/2019
Choa Chu ang Avenue 7 (Blk 813A),1,14/06/2019
Keat Hong Close (Blk 802A),1,14/06/2019
Keat Hong Close (Blk 803A),1,14/06/2019
Keat Hong Close (Blk 803C),1,14/06/2019
Choa Chu Kang North 6 (Blk 637),1,14/06/2019
Choa Chu Kang Street 64 (Blk 639),2,14/06/2019
Choa Chu Kang Street 64 (Blk 640),1,14/06/2019
Choa Chu Kang Street 64 (Blk 642),1,14/06/2019
Circuit Road (Blk 82B),1,14/06/2019
Paya Lebar Way (Blk 91),1,14/06/2019
Pipit Road (Blk 55),1,14/06/2019
Pipit Road (Blk 92),1,14/06/2019
unos Crescent (Blk 6),1,14/06/2019
unos Crescent (Blk 8),1,14/06/2019
unos Crescent (Blk 10),1,14/06/2019
unos Crescent (Blk 12),1,14/06/2019
unos Crescent (Blk 16),1,14/06/2019
Hougang Avenue 3 (Blk 246),1,14/06/2019
Hougang Avenue 3 (Blk 247),1,14/06/2019
Hougang Avenue 3 (Blk 250),1,14/06/2019
Hougang Avenue 3 (Blk 251),2,14/06/2019
Jalan Seaview,1,14/06/2019
Jalan Sedap,3,14/06/2019
Meyer Road,1,14/06/2019
Loyang Rise,2,14/06/2019
Loyang View,2,14/06/2019
Mariam Way,1,14/06/2019
Pasir Ris Street 11 (Blk 110),1,14/06/2019
Pasir Ris Street 11 (Blk 111),1,14/06/2019
Pasir Ris Street 11 (Blk 117),1,14/06/2019
Pasir Ris Street 11 (Blk 120),1,14/06/2019
Pasir Ris Street 11 (Blk 121),1,14/06/2019
Punggol Central (Blk 645),1,14/06/2019
Punggol Drive (Blk 641A),1,14/06/2019
Punggol Drive (Blk 663A),1,14/06/2019
Punggol Drive (Blk 663B),1,14/06/2019
Punggol Drive (Blk 664A),1,14/06/2019
Serangoon orth Avenue 4 (Blk 520),1,14/06/2019
Serangoon orth Avenue 4 (Blk 526),1,14/06/2019
Serangoon orth Avenue 4 (Blk 534),2,14/06/2019
Shunfu Road,1,14/06/2019
Shunfu Road (Blk 307),1,14/06/2019
Shunfu Road (Blk 309),1,14/06/2019
Shunfu Road (Blk 312),2,14/06/2019
Tampines Street 11 (Blk 107),1,14/06/2019
Tampines Street 22 (Blk 272),2,14/06/2019
Tampines Street 22 (Blk 274),2,14/06/2019
Tampines Street 82 (Blk 842B),1,14/06/2019
Tampines Street 82 (Blk 846),1,14/06/2019
Tampines Street 82 (Blk 854),1,14/06/2019
Tampines Street 83 (Blk 839),1,14/06/2019
Tampines Street 83 (Blk 885),1,14/06/2019
Ubi Avenue 1 (Blk 311),1,14/06/2019
Ubi Avenue 1 (Blk 313),1,14/06/2019
Ubi Avenue 1 (Blk 316),2,14/06/2019
Ubi Avenue 1 (Blk 318),1,14/06/2019
Ang Mo Kio Avenue 4 (Blk 610),1,14/06/2019
Ang Mo Kio Avenue 4 (Blk 612),1,14/06/2019
Ang Mo Kio Avenue 4 (Blk 619),1,14/06/2019
Ang Mo Kio Avenue 5 (Blk 606),1,14/06/2019
Sin Ming Walk (The Gardens at Bishan),3,14/06/2019
Bedok North Road (Blk 125),1,14/06/2019
Bedok North Street 2 (Blk 122),1,14/06/2019
Bedok North Street 2 (Blk 127),2,14/06/2019
Begonia Drive,3,14/06/2019
Yio Chu Kang Road,1,14/06/2019
Boon Lay Avenue (Blk 185),1,14/06/2019
Boon Lay Drive (Blk 175),1,14/06/2019
Boon Lay Drive (Blk 176),1,14/06/2019
Boon Lay Drive (Blk 178),1,14/06/2019
Bukit Batok Street 34 (Blk 339),1,14/06/2019
Bukit Batok West Avenue 5 (Blk 384),1,14/06/2019
Bukit Batok West Avenue 5 (Blk 385),1,14/06/2019
Bukit Batok West Avenue 5 (Blk 386),1,14/06/2019
assia Crescent (Blk 36),2,14/06/2019
assia Crescent (Blk 52),2,14/06/2019
Everitt Road (Lotus at Joo Chiat),1,14/06/2019
Joo Chiat Lane,2,14/06/2019
Mangis Road,1,14/06/2019
Hooper Road,4,14/06/2019
Jalan Mutiara Mutiara Crest),1,14/06/2019
Jalan Mutiara (The Montana),3,14/06/2019
Miltonia Close,3,14/06/2019
Miltonia Close (Skies Miltonia),1,14/06/2019
Pending Road (Blk 225),1,14/06/2019
Pending Road (Blk 226),1,14/06/2019
Pending Road (Blk 233),1,14/06/2019
Pheng Geck Avenue (Sant Ritz),1,14/06/2019
Puay Hee Avenue,2,14/06/2019
Tai Thong Crescent (The Venue Residences),1,14/06/2019
Potong Pasir Avenue 1 (Blk 108),1,14/06/2019
Potong Pasir Avenue 1 (Blk 109),1,14/06/2019
Potong Pasir Avenue 1 (Blk 122),1,14/06/2019
Woodleigh Close (Parc Mondrian),1,14/06/2019
Rose Lane,1,14/06/2019
Rose Lane (Estique),2,14/06/2019
Tanjong Katong Road,1,14/06/2019
Siglap Avenue South,2,14/06/2019
Siglap Rise,1,14/06/2019
Siglap Walk,1,14/06/2019
Teck Whye Lane (Blk 18),1,14/06/2019
Teck Whye Lane (Blk 20),1,14/06/2019
Teck Whye Lane (Blk 108),1,14/06/2019
Teck Whye Lane (Blk 109),1,14/06/2019
Amber Road The Sea View),2,14/06/2019
Amber Road (The Shore Residences),1,14/06/2019
Ang Mo Kio Avenue 1 (Blk 218),1,14/06/2019
Ang Mo Kio Avenue 1 (Blk 220),1,14/06/2019
Ang Mo Kio Avenue 1 (Blk 308A),2,14/06/2019
Ang Mo Kio Avenue 1 (Blk 310C),1,14/06/2019
Ang Mo Kio Avenue 10 (Blk 440),1,14/06/2019
Ang Mo Kio Avenue 10 (Blk 444),2,14/06/2019
Ang Mo Kio Avenue 5 (Blk 523),1,14/06/2019
Ang Mo Kio Street 52 (Blk 596A),2,14/06/2019
Ang Mo Kio Avenue 6 (Blk 729),1,14/06/2019
Ang Mo Kio Central (Grandeur 8),2,14/06/2019
Bedok North Road (Blk 74),1,14/06/2019
Bedok North Road (Blk 75),1,14/06/2019
Bedok North Road (Blk 181),1,14/06/2019
Bedok South Road,3,14/06/2019
Belimbing Avenue,1,14/06/2019
Butterfly Avenue,1,14/06/2019
Lichi Avenue,1,14/06/2019
Buffalo Road,1,14/06/2019
alhousie Lane,1,14/06/2019
Serangoon Road,1,14/06/2019
Cantonment Road (Blk 1B),1,14/06/2019
Cantonment Road (Blk 1E),2,14/06/2019
asuarina Walk,1,14/06/2019
Old Upper Thomson Road,2,14/06/2019
Choa Chu Kang North 6 (Blk 559),1,14/06/2019
Choa Chu Kang Street 52 (Blk 574),1,14/06/2019
Circuit Road (Blk 37),2,14/06/2019
Circuit Road (Blk 65),1,14/06/2019
Circuit Road (Blk 49),1,14/06/2019
Circuit Road (Blk 50),2,14/06/2019
Clementi West Street 2 (Blk 710),1,14/06/2019
West Coast Road (Blk 520),1,14/06/2019
West Coast Road (Blk 704),1,14/06/2019
Compassvale Road (Blk 254),3,14/06/2019
Elite Park Avenue,1,14/06/2019
Jalan Jamal,1,14/06/2019
alan Tua Kong,1,14/06/2019
Eunos Avenue 7,2,14/06/2019
Eunos Avenue 8A,1,14/06/2019
unos Crescent (Blk 15),1,14/06/2019
unos Crescent (Blk 18),1,14/06/2019
unos Crescent (Blk 24),1,14/06/2019
Fernvale Road,2,14/06/2019
Lorong Tanggam,1,14/06/2019
Flora Road (Azalea Park Condominium),1,14/06/2019
Loyang Rise,2,14/06/2019
rankel Terrace,1,14/06/2019
Jalan Kembangan (The Trumps),1,14/06/2019
Siglap Plain,1,14/06/2019
Huddington Avenue,2,14/06/2019
Bridport Avenue,1,14/06/2019
Jalan Leban,1,14/06/2019
Jalan Kuras,1,14/06/2019
Jalan Daud (Windy Heights),2,14/06/2019
Lengkong Tiga (Blk 102),1,14/06/2019
Jalan Kenarah,2,14/06/2019
Jalan Selaseh,1,14/06/2019
Jalan Loyang Besar,1,14/06/2019
Pasir Ris Link,1,14/06/2019
Pasir Ris Rise (Sea Horizon),1,14/06/2019
Jalan Satu,3,14/06/2019
Lengkong Satu,1,14/06/2019
Lengkong Empat,2,14/06/2019
Lorong 3 Geylang,3,14/06/2019
Marsiling Rise (Blk 120),1,14/06/2019
Woodlands Street 13 (Blk 110),2,14/06/2019
asir Ris Grove (D'Nest),1,14/06/2019
asir Ris Grove (The Palette),2,14/06/2019
Pasir Ris Street 21 (Blk 228),1,14/06/2019
Pasir Ris Street 21 (Blk 229),1,14/06/2019
Pasir Ris Street 21 (Blk 241),1,14/06/2019
Petir Road (Blk 167),2,14/06/2019
Petir Road (Maysprings),1,14/06/2019
Serangoon Road,1,14/06/2019
Saint Michael's Road (One St. Michael's),2,14/06/2019
Strathmore Avenue (Blk 56),1,14/06/2019
Strathmore Avenue (Blk 59),1,14/06/2019
Strathmore Avenue (Blk 80),1,14/06/2019
Tampines Street 81 (Blk 814),1,14/06/2019
Tampines Street 91 (Blk 933),1,14/06/2019
Tampines Street 21 (Blk 262),1,14/06/2019
Tampines Street 23 (Blk 216),1,14/06/2019
Tampines Street 23 (Blk 217),1,14/06/2019
Telok Blangah Rise (Blk 39),1,14/06/2019
Telok Blangah Rise (Blk 40),1,14/06/2019
Telok Blangah Rise (Blk 42),1,14/06/2019
Trevose Crescent (Trevose Park),3,14/06/2019
pp Serangoon Crescent (Riversails),3,14/06/2019
Vernon Park,3,14/06/2019
Yishun Avenue 9 (Blk 318A),1,14/06/2019
Yishun Avenue 9 (Nine Residences),1,14/06/2019
Yishun Ring Road (Blk 311),1,14/06/2019
Ang Mo Kio Avenue 10 (Blk 473),2,14/06/2019
Balestier Road,2,14/06/2019
Bedok North Avenue 4 (Blk 100),1,14/06/2019
Bedok North Avenue 4 (Blk 102),1,14/06/2019
